image,text,output,flag,username,timestamp
E:\VirtualWorkspace\VirtualWorkspaceNetwork\VirtualWorkspaceMicroService\notebooks\flagged\image\tmpveis2ly8.jpg,,,,,2023-03-28 20:48:10.462250
